Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
9,87,0,7,3,83
9,93,0,6,1,91
8,44,0,5,1,37
1,76,0,5,8,47
2,70,0,6,8,48
6,51,0,5,2,36
5,74,0,4,4,57
9,69,1,8,4,69
5,87,1,5,1,74
2,45,1,7,1,21
4,54,1,5,9,37
9,54,1,9,0,51
1,55,1,7,1,26
1,59,1,5,6,34
7,52,1,5,0,44
3,83,0,7,0,62
2,81,1,4,8,58
9,85,1,8,1,82
3,70,1,8,3,51
2,73,0,4,2,51
8,68,1,5,3,58
6,42,0,8,6,29
6,48,0,4,9,33
7,50,1,4,1,36
7,50,0,8,1,41
6,64,1,7,8,51
4,61,1,6,5,43
9,81,1,7,6,81
6,97,0,5,4,84
4,85,1,7,4,68
3,48,1,9,3,28
4,59,1,6,7,40
3,98,0,6,6,78
2,60,0,4,9,35
5,49,0,9,1,34
2,61,0,5,1,36
6,68,1,4,5,55
3,48,1,7,0,26
6,44,0,7,6,34
9,79,1,8,7,78
1,50,0,4,9,20
6,40,1,9,7,31
9,92,1,4,2,89
4,81,0,4,6,63
2,40,0,4,0,13
4,97,1,6,2,81
1,93,0,8,5,70
3,78,1,5,8,58
9,99,1,5,4,96
5,85,1,5,4,70
6,44,1,6,8,33
3,88,0,8,8,72
5,61,1,9,5,45
8,65,1,8,4,61
6,92,1,6,9,85
4,45,0,9,1,29
2,71,1,4,7,48
9,87,0,7,7,83
1,50,0,4,6,24
1,49,0,5,7,22
4,86,0,4,2,67
7,78,0,6,2,68
1,94,0,5,1,69
9,73,0,7,0,69
4,70,1,9,2,54
3,51,1,9,2,28
1,90,0,5,6,66
4,83,0,4,9,65
9,55,0,8,8,50
6,77,1,8,0,67
6,42,0,9,7,31
1,41,1,8,0,17
2,91,1,5,2,64
6,44,0,8,3,32
2,50,1,6,7,27
3,97,0,9,0,76
4,64,0,7,1,46
5,74,0,8,4,62
9,74,1,6,5,71
4,61,0,6,4,40
9,76,1,5,2,72
3,61,0,9,9,42
8,94,0,5,6,90
1,50,0,7,0,23
9,71,0,7,1,67
9,74,0,4,8,68
2,70,1,7,3,49
4,84,0,9,7,67
8,92,0,9,8,88
7,47,0,5,6,37
1,59,1,6,0,32
5,81,0,4,4,63
7,73,0,7,5,62
4,43,0,6,7,23
1,57,0,5,9,31
9,90,1,8,7,89
5,43,0,4,8,26
2,59,1,9,8,40
8,97,1,6,3,94
2,48,1,5,5,25
3,55,1,5,2,34
1,65,0,4,0,39
2,77,0,4,5,53
7,64,1,7,0,57
2,43,1,7,8,18
6,80,1,9,5,73
3,98,0,9,0,76
4,84,1,4,2,65
8,80,1,4,0,74
3,77,1,6,1,56
6,92,1,7,5,81
1,58,1,5,6,32
7,53,0,7,0,43
8,60,1,7,9,58
8,54,0,4,4,44
3,42,0,4,5,20
1,76,0,7,3,50
9,92,0,8,5,90
6,89,0,8,4,78
9,85,1,9,6,83
7,55,0,7,3,46
1,53,0,8,0,25
1,48,1,9,1,21
6,86,0,9,5,76
5,46,1,7,9,29
9,53,1,9,1,50
2,45,1,4,4,20
8,60,1,4,3,54
5,54,1,4,6,40
2,91,0,5,3,67
6,47,1,4,6,34
8,73,1,4,7,67
4,79,0,7,6,62
2,40,0,8,1,16
5,71,0,8,0,56
2,97,0,4,4,73
2,88,1,4,6,65
6,90,0,4,0,79
9,44,1,9,7,39
4,69,0,7,2,51
6,61,0,7,6,51
7,59,0,7,2,49
6,55,0,8,3,42
8,46,0,5,7,42
4,46,1,8,1,31
1,89,1,7,5,66
7,89,1,6,9,83
3,41,0,5,8,19
6,86,1,4,9,75
2,53,0,9,8,34
9,70,0,8,4,67
1,89,1,9,2,64
6,80,1,5,5,68
6,53,0,6,8,38
5,44,0,5,5,28
5,50,1,8,3,36
1,79,0,7,4,54
5,44,1,4,6,27
2,68,1,7,9,44
7,50,0,7,2,40
3,44,0,8,8,24
4,88,0,7,0,70
3,93,0,7,7,74
3,71,1,8,4,55
4,75,0,8,9,59
5,54,1,6,8,40
1,58,1,7,1,32
4,61,0,5,0,44
8,73,1,4,9,67
7,95,0,9,6,88
9,56,0,4,9,50
5,51,1,8,8,41
4,64,1,9,4,48
8,95,1,8,3,87
9,56,0,6,3,52
7,49,0,7,7,40
7,67,1,8,0,58
5,96,0,8,0,81
4,57,0,4,7,38
1,90,1,7,1,63
7,57,0,6,9,48
1,84,1,8,5,59
1,71,1,8,1,44
5,53,1,8,4,41
9,95,0,4,2,90
6,55,1,8,6,46
3,89,1,8,8,69
3,97,1,4,1,73
7,57,1,8,6,52
6,55,0,7,7,43
9,56,1,7,9,52
6,46,0,4,7,34
5,51,1,7,6,37
7,73,0,9,3,65
1,49,0,9,3,25
7,44,0,9,9,37
3,60,0,6,8,40
9,42,1,8,9,40
6,58,1,6,8,47
9,84,0,7,4,79
5,83,0,4,6,64
7,74,0,9,6,66
4,45,1,4,8,27
7,53,0,6,6,44
1,43,0,7,7,19
7,84,1,8,6,77
8,90,1,7,3,85
5,57,1,9,1,42
2,68,1,7,2,45
5,74,1,4,6,61
6,91,1,5,8,80
2,77,0,9,1,53
6,55,0,8,6,45
6,59,1,9,3,48
1,63,0,9,6,38
1,74,1,8,4,49
3,83,0,9,6,64
3,90,1,4,5,71
4,58,1,7,1,40
2,95,0,4,6,73
9,43,0,7,4,37
7,72,1,5,8,63
7,41,1,9,0,30
6,52,1,5,0,37
3,97,1,6,1,77
6,84,1,7,7,74
8,69,1,4,8,63
8,73,0,4,6,66
9,69,0,9,0,65
1,90,0,4,6,63
1,93,0,6,7,67
3,63,0,8,6,41
3,87,1,4,4,63
8,83,1,9,6,80
1,72,0,5,9,49
2,80,1,4,1,55
2,88,0,4,8,64
3,49,0,4,1,23
6,57,1,9,1,45
1,58,1,8,4,33
2,46,0,4,7,22
1,96,0,8,5,68
5,58,0,8,8,44
7,63,0,6,5,57
8,54,1,5,4,47
1,80,0,4,0,52
7,81,1,4,7,72
5,62,0,4,2,45
1,91,0,8,1,65
3,91,1,7,6,72
7,43,1,5,1,33
1,77,1,9,0,49
7,43,1,4,1,31
5,44,1,7,5,28
1,80,0,7,1,53
1,83,0,7,0,54
1,62,0,5,0,32
9,79,1,7,3,74
3,92,1,9,7,71
5,76,1,4,5,58
9,50,0,9,3,50
6,94,1,4,5,84
9,50,0,6,5,46
8,52,0,8,8,50
8,53,0,7,3,48
1,99,1,9,5,75
9,47,0,8,9,45
6,64,0,8,0,49
9,57,0,8,6,54
3,90,1,8,6,71
3,83,0,8,0,63
6,83,1,4,7,69
9,57,1,5,4,53
7,49,0,7,8,41
3,46,0,7,7,26
3,99,1,4,2,78
2,89,0,9,0,64
9,83,1,4,2,76
3,53,1,8,1,33
5,54,1,5,1,38
9,55,0,7,3,48
8,41,1,9,1,33
2,69,1,6,7,46
3,69,0,4,4,47
2,57,0,6,0,30
8,70,1,7,5,66
6,83,1,4,6,73
6,87,1,7,0,75
9,52,0,4,2,47
8,59,1,9,8,55
4,88,1,7,6,74
4,89,0,6,3,73
9,74,0,5,5,70
1,62,1,9,5,37
2,81,0,9,2,61
2,72,1,4,1,47
6,77,1,6,4,65
4,74,0,7,7,60
3,90,1,6,2,69
3,75,1,9,4,59
3,59,0,4,2,37
6,94,1,6,6,83
8,42,0,7,5,33
7,47,1,8,5,40
4,79,0,9,0,62
4,98,0,5,1,79
2,71,0,5,5,47
1,68,0,9,7,43
9,46,0,8,4,45
2,41,0,4,1,15
8,60,1,6,4,52
9,45,1,6,8,39
4,67,0,8,5,48
8,87,1,8,4,81
9,81,0,7,9,81
5,75,0,7,5,64
7,71,1,5,8,64
4,84,0,4,6,64
1,81,1,4,9,55
3,92,0,8,2,69
5,85,0,5,9,73
3,48,1,5,9,28
7,50,0,7,4,41
9,62,0,6,3,58
6,89,0,4,4,76
1,50,1,5,7,24
7,88,1,7,5,80
3,41,1,7,3,20
5,42,1,7,4,27
4,50,1,6,6,36
5,89,0,5,7,75
5,98,1,8,4,86
6,74,1,8,1,65
6,97,0,7,5,86
8,54,0,7,8,48
8,82,1,6,2,74
9,50,0,7,6,47
8,70,0,9,7,68
2,67,0,5,5,40
1,67,1,7,2,40
2,71,0,7,0,48
2,64,0,5,2,38
3,59,1,4,5,38
7,67,0,9,3,57
2,64,0,9,0,40
1,50,1,8,5,25
6,58,1,7,0,45
9,67,1,5,7,64
3,40,0,8,2,21
6,98,1,6,2,83
3,44,1,4,0,22
1,49,0,7,2,25
5,81,0,4,6,62
4,85,0,7,9,69
7,73,0,7,7,62
6,75,0,7,7,62
7,41,1,4,2,30
5,57,1,9,4,45
4,52,1,6,0,30
7,90,0,9,8,86
7,44,1,5,7,37
6,59,0,5,9,47
8,41,0,9,1,35
4,50,1,6,9,30
5,69,1,6,0,54
4,71,0,7,3,53
1,71,0,7,8,46
8,97,1,5,7,92
1,89,1,7,2,63
5,77,0,7,9,63
6,94,0,6,5,82
6,67,0,4,8,56
5,49,0,9,9,35
3,61,1,8,7,42
5,94,1,8,9,82
8,56,0,7,4,49
2,61,0,7,8,37
6,82,1,9,8,73
9,58,0,8,2,55
8,56,0,6,7,50
8,63,0,8,3,55
8,75,0,8,9,70
7,71,0,8,6,65
8,97,0,7,9,92
6,95,1,7,7,85
2,97,0,9,6,78
2,85,1,8,4,63
8,98,1,7,0,92
1,91,1,9,7,67
6,75,0,8,4,65
6,67,0,6,2,57
4,53,0,7,1,35
3,97,1,4,2,75
3,75,1,9,8,55
1,45,0,7,1,19
3,48,0,6,9,28
4,60,1,6,0,40
5,51,1,7,1,38
3,97,1,5,1,76
6,69,0,9,4,58
5,70,1,8,0,56
3,79,1,8,9,64
6,95,1,6,7,84
6,43,0,7,1,27
8,70,0,5,5,63
2,66,0,9,4,45
1,97,1,4,1,70
4,96,1,8,9,81
7,64,1,9,0,56
3,44,1,9,5,22
3,45,0,5,5,23
5,44,1,9,2,29
5,90,1,8,7,78
3,66,0,7,8,46
9,47,1,8,2,42
4,48,1,4,8,33
3,54,1,7,7,32
2,75,0,6,4,53
9,96,1,5,5,91
4,80,0,8,0,62
3,46,1,7,4,24
7,71,0,9,9,64
8,47,0,7,9,38
2,86,0,8,6,66
7,90,1,6,0,81
5,54,1,8,9,41
5,76,0,6,8,60
3,58,0,9,6,40
5,78,1,8,3,66
2,45,0,7,3,18
4,98,1,4,9,81
6,58,1,4,6,47
1,96,0,9,5,71
4,67,0,7,2,49
6,56,1,4,8,44
9,81,1,9,5,78
2,58,1,6,1,34
7,70,0,7,9,62
6,50,1,6,1,37
2,54,0,7,0,32
8,49,0,6,4,42
7,82,1,6,9,74
5,62,0,4,5,46
5,42,0,7,2,26
7,42,0,8,3,33
9,57,0,4,4,53
9,64,1,6,3,58
9,82,1,6,8,79
6,59,0,8,2,47
6,97,0,8,4,84
3,68,0,6,6,49
1,61,0,8,6,39
7,89,0,5,5,80
4,96,1,4,8,77
1,54,1,7,6,30
8,78,1,8,3,74
6,49,1,8,9,40
6,60,0,5,8,45
2,94,0,7,5,74
1,91,1,5,0,64
2,68,1,7,8,44
4,71,1,4,6,53
2,49,0,8,5,26
1,52,0,4,5,26
7,86,0,7,3,76
8,62,1,8,3,54
6,89,1,5,2,77
4,62,0,6,7,44
6,70,0,5,7,59
3,43,0,6,1,22
8,91,1,5,4,82
2,88,0,7,8,66
5,99,0,4,8,81
1,42,1,6,6,16
6,60,0,7,3,48
2,92,0,4,3,67
4,41,0,4,9,22
6,43,0,8,6,31
8,40,1,8,2,36
8,54,0,8,2,48
6,96,1,6,4,83
4,72,0,6,5,54
8,45,1,4,7,38
8,46,0,6,0,40
1,58,0,4,6,31
4,83,1,7,7,67
4,40,0,5,4,21
7,78,0,4,9,68
7,58,1,4,1,47
8,84,0,7,3,78
5,65,0,8,5,51
7,83,0,9,8,75
8,51,0,8,1,44
9,61,0,8,3,55
3,52,1,4,9,33
3,67,1,4,4,43
4,53,0,6,7,35
5,61,0,6,7,46
1,69,1,5,1,42
7,83,1,5,5,75
9,59,1,9,5,57
8,83,1,6,4,74
5,66,1,4,7,49
4,77,1,7,9,62
7,98,0,6,1,88
5,81,0,4,1,61
7,91,0,6,6,81
1,95,0,8,8,70
1,80,0,6,2,53
3,73,1,9,6,52
2,78,1,8,2,56
2,80,1,4,5,57
7,96,1,8,2,88
2,83,1,6,0,58
4,76,1,8,5,60
2,40,0,9,2,17
6,93,0,7,0,81
8,54,1,8,4,49
4,71,0,9,7,52
5,47,1,8,7,34
4,72,0,5,7,54
3,57,1,7,2,37
5,84,1,4,7,69
9,68,0,9,3,64
8,71,1,8,7,67
8,72,0,7,2,65
8,44,0,4,2,36
8,57,1,7,0,49
7,87,1,9,7,80
8,97,1,5,7,91
8,49,0,9,8,47
8,75,0,9,5,73
7,72,1,4,1,62
1,62,1,4,0,34
4,79,1,8,7,60
4,44,1,6,9,27
5,73,1,9,3,60
6,63,1,4,6,51
4,56,1,9,9,42
2,70,0,9,3,50
6,46,0,4,0,28
8,56,1,5,7,50
8,67,1,5,9,61
7,77,0,9,8,70
6,61,1,5,9,50
2,54,0,9,8,29
7,76,0,8,8,68
5,54,1,4,3,38
6,89,0,9,8,82
8,89,0,5,3,84
8,64,1,5,1,55
3,92,1,7,9,77
7,60,0,7,2,53
1,94,1,5,1,67
1,77,0,8,0,48
7,41,0,6,5,31
9,66,0,9,3,62
7,88,0,7,6,80
5,71,0,9,6,58
8,60,0,7,9,55
2,43,1,4,0,18
9,83,1,4,8,80
6,58,1,5,7,48
9,41,1,4,9,34
2,65,0,4,0,40
3,73,0,6,7,56
8,53,0,8,4,44
1,54,0,5,0,26
7,59,0,6,3,49
7,73,1,5,6,64
1,75,1,8,4,48
9,58,1,5,2,54
8,48,0,9,3,42
4,46,0,9,1,29
5,69,1,9,7,56
2,52,0,4,1,28
9,66,0,8,5,63
6,83,1,6,6,72
3,74,0,6,6,54
7,52,1,7,0,42
9,54,1,6,7,51
3,85,1,9,8,67
2,95,1,9,6,77
7,48,0,7,7,39
7,84,0,4,3,74
4,62,0,6,7,44
9,93,1,8,2,91
8,75,0,7,0,68
1,92,1,6,7,64
1,79,0,4,5,52
5,42,0,8,8,30
6,73,1,8,2,62
3,58,0,4,7,36
9,67,1,6,8,65
6,62,1,5,8,51
4,79,0,6,6,61
7,88,0,7,9,82
8,84,0,7,2,78
9,46,0,6,2,41
6,80,1,9,1,68
6,51,1,7,0,39
8,53,0,5,1,45
5,85,0,9,4,71
3,54,0,5,0,29
3,42,1,8,9,23
6,54,0,7,3,42
2,90,1,9,9,68
6,63,0,6,9,49
6,91,0,9,0,82
8,85,1,8,9,81
7,47,1,5,7,38
8,44,0,8,4,38
9,90,1,4,9,84
6,43,1,7,3,31
3,53,0,6,2,31
3,55,1,5,8,38
1,59,1,8,5,34
5,63,0,6,0,49
4,45,0,7,7,27
9,94,1,6,9,92
9,96,0,7,1,90
5,70,1,7,8,59
4,45,1,7,6,29
7,74,1,8,2,68
6,54,0,7,3,42
4,68,1,6,2,50
2,42,1,4,5,18
1,50,1,6,8,27
4,42,0,8,9,27
4,67,0,7,8,51
1,49,0,4,0,20
6,89,1,8,9,80
4,72,1,5,5,53
1,87,0,5,0,59
1,55,1,5,3,26
1,98,1,4,6,69
8,49,1,6,3,44
8,72,1,4,8,68
2,75,0,4,9,51
7,42,0,4,4,31
8,44,0,5,8,35
8,51,1,9,0,45
7,96,1,6,3,88
5,83,0,9,6,69
1,52,0,9,1,23
9,63,0,4,8,59
7,83,1,6,2,75
2,96,0,9,3,74
6,71,1,7,3,57
2,55,0,4,7,31
1,71,1,4,1,43
7,84,1,4,4,71
2,76,0,7,1,49
2,95,1,7,5,75
5,75,1,5,8,63
5,60,0,8,8,46
7,86,0,6,0,76
1,51,0,8,3,22
8,90,1,4,3,83
3,60,1,9,0,40
4,99,0,4,9,81
9,90,0,9,1,87
4,60,1,5,5,42
5,82,0,8,9,69
7,92,0,4,2,82
4,45,1,8,8,28
1,48,1,5,2,18
9,40,0,8,2,35
4,51,1,9,8,35
9,97,1,6,2,91
6,53,0,5,5,38
1,45,0,8,5,16
3,40,0,4,0,17
2,61,1,7,6,41
9,73,0,7,8,71
1,95,1,5,8,72
9,50,0,7,8,45
9,42,1,6,1,41
8,81,1,5,0,71
8,45,0,4,5,37
1,45,1,4,5,18
8,59,0,5,3,54
3,60,0,7,7,43
7,41,1,7,4,32
1,65,1,4,6,39
1,70,1,6,8,45
5,65,0,9,0,48
5,95,0,7,8,81
8,71,0,6,3,64
7,49,0,7,6,43
8,62,0,9,3,56
6,97,0,5,3,84
6,45,1,8,3,32
2,62,0,4,5,36
6,67,0,5,4,57
5,88,0,7,1,73
3,69,0,9,8,51
6,53,1,4,5,43
8,76,1,8,9,74
9,94,1,8,5,92
1,71,0,9,8,47
3,88,0,9,0,67
3,73,0,7,6,51
8,80,1,4,2,74
1,83,0,7,3,57
5,90,0,8,0,75
3,61,1,5,2,40
2,70,1,5,6,47
8,46,0,6,5,39
3,80,1,8,0,58
7,60,0,8,8,52
1,55,0,7,3,28
6,59,1,6,6,47
3,82,0,9,3,66
8,83,1,6,6,75
6,86,1,4,4,77
2,89,0,7,0,65
6,58,1,9,3,47
7,87,0,9,2,78
5,71,0,5,5,56
3,54,1,4,5,34
4,44,1,6,0,25
4,50,1,5,1,28
6,54,0,8,1,41
1,68,0,7,9,43
4,89,0,6,3,72
4,84,0,8,8,71
1,43,0,9,1,19
9,88,0,6,7,85
4,75,0,5,0,54
7,87,1,4,7,76
3,62,0,5,2,40
3,54,0,7,4,36
8,85,1,7,0,76
8,83,0,6,0,76
1,42,0,5,5,15
2,71,1,4,2,44
8,49,0,9,7,44
1,79,1,7,3,53
8,77,0,4,5,72
8,61,0,8,9,56
2,53,1,6,8,30
4,56,1,4,7,36
6,60,0,6,3,49
9,90,0,8,9,88
8,87,1,4,7,81
8,54,0,4,6,49
7,97,1,9,4,88
9,54,1,8,6,52
2,40,1,5,6,19
3,63,0,4,9,45
8,94,0,9,1,92
6,94,0,4,6,82
9,51,1,9,2,51
4,49,0,7,7,31
8,85,1,5,7,79
3,81,1,4,8,61
3,81,0,8,3,60
8,91,0,6,9,86
5,70,1,8,2,56
3,50,0,5,8,28
1,93,1,7,8,69
3,55,0,7,1,34
9,48,1,7,5,46
5,86,0,9,2,72
2,53,1,8,4,31
7,58,0,6,1,48
2,70,1,6,3,47
4,48,1,9,2,33
7,75,1,4,1,66
4,92,1,9,5,77
7,78,1,6,2,72
7,93,1,6,3,87
1,65,0,4,5,41
6,47,1,8,4,36
9,63,1,8,3,61
2,47,0,5,3,22
3,58,0,8,1,36
5,86,1,7,9,75
9,87,0,7,3,84
4,69,0,5,7,52
1,97,1,6,4,74
4,61,1,5,9,44
6,94,0,4,9,82
5,48,0,5,7,30
1,97,0,5,5,71
4,97,0,9,9,81
6,83,0,7,4,73
4,87,0,4,3,68
9,43,1,9,9,40
5,76,0,4,8,61
8,47,1,5,9,41
9,40,1,9,4,35
5,67,0,9,9,56
6,45,1,4,5,31
1,86,0,4,6,59
7,75,1,8,0,68
4,92,0,4,8,71
2,50,1,9,7,27
5,44,0,6,4,28
3,89,1,4,2,70
6,63,0,7,4,51
8,86,1,8,4,81
7,57,1,7,8,48
3,59,1,7,6,37
8,67,0,6,1,58
2,52,0,8,4,32
9,44,0,5,8,38
4,69,0,9,1,55
1,40,0,9,7,15
8,61,1,4,2,53
7,57,0,9,3,49
5,85,0,6,1,69
5,44,1,9,8,31
7,70,0,6,5,58
5,45,0,5,8,32
8,66,0,6,7,58
6,95,0,5,8,83
5,64,0,5,4,50
9,68,0,5,5,65
2,67,1,6,6,44
1,55,0,5,4,28
8,93,0,6,0,86
3,92,0,8,8,72
7,51,1,5,1,40
8,59,1,6,6,53
6,57,1,6,7,46
9,73,1,6,7,70
7,94,0,4,0,83
5,92,1,4,9,78
8,62,0,5,6,55
2,84,0,9,8,63
7,66,0,8,2,57
4,88,1,9,7,73
9,56,0,5,7,51
1,87,1,7,8,61
7,60,0,7,7,49
6,89,1,8,4,81
8,79,1,8,4,74
5,70,0,8,2,55
1,42,0,4,5,14
1,56,0,4,9,26
9,89,1,7,2,86
6,97,1,8,1,87
5,65,1,6,6,51
1,62,0,9,9,38
6,45,1,7,2,34
6,67,0,8,3,52
3,47,1,6,9,28
8,94,1,8,7,93
1,97,1,5,0,73
1,84,0,6,8,58
6,47,0,9,5,36
1,58,0,5,1,30
6,77,1,4,2,64
1,68,1,7,4,45
6,62,1,8,5,50
3,86,1,7,8,68
8,71,0,9,1,63
6,49,1,8,4,41
1,66,1,5,6,37
5,88,0,6,6,73
8,40,0,6,3,33
3,78,0,8,2,57
6,68,1,5,7,56
5,98,0,8,1,85
6,84,1,8,4,73
1,42,0,8,9,17
7,90,1,6,4,81
9,86,1,9,0,84
2,76,1,8,6,57
5,70,1,6,3,53
4,50,1,4,9,35
6,61,1,5,1,48
6,57,0,4,7,41
2,74,1,8,3,50
2,45,1,6,0,21
4,42,1,5,7,24
1,44,1,7,6,18
9,48,0,5,2,43
7,67,1,5,2,57
7,58,1,8,6,50
3,67,0,4,1,45
3,66,1,4,4,46
1,52,0,7,6,26
3,77,1,8,5,60
3,82,1,5,9,61
4,92,0,9,6,77
4,60,0,4,1,43
3,66,0,4,6,42
8,85,1,6,1,78
8,45,0,5,6,38
1,77,0,8,7,54
7,88,1,4,9,79
2,50,1,8,7,28
1,86,1,5,4,60
3,80,0,5,6,57
4,92,1,4,7,72
6,56,0,7,3,44
5,95,0,8,1,81
4,78,0,8,6,61
8,46,0,6,0,38
4,69,1,5,1,50
2,60,1,5,9,37
3,40,0,4,6,18
6,64,0,4,9,49
8,71,1,4,0,66
8,98,1,6,6,93
9,96,0,7,4,95
7,47,0,4,2,35
2,44,0,4,1,18
8,69,0,9,6,64
7,90,0,4,8,81
8,47,1,6,8,41
3,88,0,8,9,69
7,58,1,7,9,49
9,83,0,8,7,81
3,98,1,9,1,79
6,94,0,5,0,81
2,69,1,5,7,46
2,54,1,4,1,30
5,75,0,9,3,61
5,94,0,8,3,80
7,83,1,6,1,72
2,66,1,7,3,42
7,52,1,8,6,45
5,53,0,9,5,39
6,76,1,9,9,65
8,93,0,8,5,87
4,87,0,7,3,70
7,69,0,8,1,60
6,78,0,8,4,67
2,86,0,7,2,63
8,52,0,6,2,42
9,97,1,9,3,96
5,55,1,7,4,41
4,83,0,4,1,64
6,46,1,4,5,33
8,87,1,4,5,80
3,94,0,4,7,74
1,94,1,5,1,67
4,66,0,6,7,50
4,84,0,5,7,64
1,94,0,8,3,69
9,74,0,8,6,72
3,54,1,7,6,32
5,67,1,4,0,54
6,74,0,7,0,61
8,46,1,8,7,44
6,89,0,4,0,73
3,85,0,9,2,63
6,89,1,6,5,78
1,90,1,8,7,66
4,85,0,9,4,68
6,59,1,7,4,48
7,71,0,9,3,64
3,77,0,7,3,58
9,79,1,8,6,76
7,71,0,5,5,59
1,65,1,6,7,41
2,97,0,9,5,73
1,78,0,9,9,54
9,59,0,8,6,56
9,57,0,8,9,55
7,89,0,7,9,81
3,54,1,4,4,30
5,91,0,4,5,73
4,61,1,4,0,42
7,90,1,7,2,83
9,61,1,4,7,55
2,92,0,8,2,67
8,60,1,5,0,53
9,41,1,5,2,39
9,79,1,5,3,75
7,92,0,4,7,86
9,82,0,5,8,79
9,57,0,9,3,54
3,62,0,4,6,43
4,52,1,9,0,34
2,80,0,8,8,58
3,48,1,9,3,31
5,88,0,8,8,75
5,46,1,7,2,29
6,80,0,7,4,71
7,93,0,9,0,85
7,40,0,6,2,30
1,41,0,8,4,15
2,43,1,4,5,21
9,53,0,6,7,49
2,71,0,8,0,48
6,75,0,4,2,59
1,41,1,8,0,15
3,79,0,8,4,62
2,89,0,4,7,65
3,90,1,8,3,73
5,53,1,8,8,40
6,59,1,8,5,48
9,64,0,7,5,59
4,81,1,5,4,65
7,88,0,8,9,82
6,47,1,4,4,34
2,67,0,9,6,42
8,85,1,8,7,83
7,60,1,7,6,52
7,62,1,7,0,56
8,71,0,9,0,67
1,47,1,8,9,25
1,70,0,6,5,44
8,76,1,9,2,71
4,55,1,5,8,38
5,79,1,4,6,61
8,81,0,4,1,73
5,66,0,4,2,49
4,79,0,4,7,61
6,80,1,7,0,69
5,57,0,5,4,40
7,74,0,8,9,65
7,88,1,8,0,80
4,91,1,6,8,73
5,54,0,8,6,40
3,92,0,5,4,69
4,66,1,8,5,49
4,56,0,7,2,37
3,79,1,9,2,61
5,41,1,8,6,30
5,88,0,4,6,73
7,89,0,4,6,77
4,70,1,9,1,52
4,76,0,4,1,55
9,80,1,4,4,76
6,80,0,7,3,68
4,73,1,7,6,58
2,73,0,7,2,52
6,90,0,8,4,82
2,94,1,9,1,70
5,98,0,4,0,80
6,42,1,6,8,31
4,56,0,9,3,39
3,53,0,6,7,32
7,53,0,4,6,40
2,85,0,5,0,57
6,77,1,9,9,68
4,74,1,8,6,57
6,40,0,6,1,26
4,87,1,9,2,71
4,68,1,9,0,51
4,43,0,7,6,26
9,72,1,5,2,68
7,56,1,7,5,45
3,67,0,5,6,46
3,89,0,5,2,70
6,65,0,8,1,52
6,47,0,9,8,36
4,73,1,7,8,57
9,98,0,7,6,97
4,57,1,6,4,39
9,70,1,9,3,69
4,98,0,4,3,76
2,66,1,4,0,41
2,55,1,6,3,31
5,97,1,5,6,83
4,49,0,6,4,31
7,79,1,6,8,74
5,51,0,7,3,38
6,61,0,6,2,50
4,55,1,5,5,37
2,51,1,4,3,25
9,50,0,8,1,46
7,59,0,9,4,52
4,90,0,6,3,72
3,40,0,9,4,17
3,66,0,6,8,46
9,42,1,9,3,40
5,51,0,7,5,36
3,69,1,7,3,49
5,48,0,9,0,35
2,92,1,6,1,70
4,93,0,6,5,77
2,76,1,5,7,53
2,40,1,4,8,16
8,81,0,4,3,71
1,88,1,8,5,63
7,43,0,4,2,32
5,54,0,8,8,43
8,90,1,7,7,85
1,66,1,8,0,43
7,47,0,8,1,37
5,99,0,4,9,84
4,99,0,6,8,81
7,62,1,7,9,54
2,54,1,5,2,30
1,66,0,8,2,40
1,70,1,8,9,46
1,78,1,9,8,57
5,86,1,8,2,71
7,47,0,6,9,40
2,69,0,5,4,45
8,97,1,9,5,92
4,94,1,4,2,76
3,81,0,7,9,63
8,57,1,6,7,52
2,43,0,5,1,18
3,86,0,7,5,66
3,82,0,4,1,60
1,61,0,7,8,35
6,42,0,9,5,30
2,54,0,8,8,32
1,74,0,8,3,50
2,86,1,6,2,63
6,77,0,7,1,65
4,72,1,8,7,54
6,53,1,6,3,38
9,87,1,6,1,84
8,40,0,9,8,33
1,92,1,6,7,67
8,88,0,4,4,80
9,65,0,8,7,63
6,47,1,8,4,38
5,89,1,5,6,75
6,55,1,4,4,42
6,77,1,8,4,68
9,49,0,9,3,46
4,81,1,8,4,62
2,76,1,5,6,53
9,65,1,7,2,62
2,67,1,7,3,46
9,51,1,4,7,44
2,59,0,6,5,35
8,88,0,5,7,82
9,53,0,5,1,45
9,85,1,8,8,84
9,74,1,9,6,73
2,68,0,8,4,45
4,51,0,9,6,32
7,91,0,5,1,80
2,57,0,6,3,33
1,83,1,7,6,58
3,41,1,4,1,19
4,41,1,9,7,25
8,98,0,7,9,95
6,56,0,4,9,43
2,49,0,6,4,25
9,57,1,5,4,53
2,61,1,6,7,37
5,58,0,9,0,40
4,97,1,5,5,80
7,92,0,8,1,80
8,40,0,4,0,31
5,63,0,8,6,50
5,75,1,5,3,60
2,64,0,4,0,38
8,75,0,4,9,69
2,70,1,8,5,51
6,70,0,4,9,58
8,41,0,5,5,34
6,58,1,9,2,45
4,92,0,9,5,76
4,51,0,5,9,36
6,49,0,8,8,40
4,70,1,6,5,56
8,84,0,5,0,76
9,61,0,9,9,56
