Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,LocationScore,Price
3609,4,2,1,1981,1,10,768289.244362291
4358,1,3,1,1953,1,7,918403.421318715
4277,4,2,1,1958,1,7,941990.515060366
3486,1,1,1,2005,1,10,735218.138447983
3785,5,2,2,1965,1,10,841437.008895458
1075,1,1,1,2020,0,9,268872.996844845
3347,2,3,2,1959,0,6,761934.399229286
3564,5,2,1,1985,1,8,761004.411091947
1136,4,1,1,1973,1,2,288938.096275458
2773,5,3,1,2013,1,8,670182.00854476
3779,5,3,2,2005,1,9,882305.349305006
4768,4,1,1,1971,0,4,1018578.18357673
1710,4,2,1,2001,1,5,466035.063748403
2796,2,3,2,1999,0,5,609922.664833145
3929,4,1,1,1996,1,2,884599.819759802
4557,3,2,2,1972,0,5,950240.808241351
1127,3,3,1,1968,0,9,298849.573664721
2599,2,1,1,2001,0,4,526482.123105029
1114,1,3,1,1983,1,10,315321.611013725
4345,1,3,2,1978,1,3,914988.928433971
1934,3,1,1,2010,1,7,466745.526562997
3546,4,3,1,1984,1,8,795365.784217873
2320,2,1,1,1954,1,10,548660.712541475
955,1,2,2,1956,0,6,238935.849346394
2524,1,1,2,1990,0,6,512933.71425072
4143,5,2,2,1951,0,5,880180.814185425
1686,3,3,2,1959,1,6,414505.781741466
3873,4,1,2,1993,0,9,863089.348935167
3605,2,1,2,2019,1,2,813572.388827846
1521,1,1,1,1984,0,10,356774.771416643
1712,5,1,1,2011,1,3,446588.285062214
4157,3,2,1,2023,0,1,834078.726630896
1670,3,2,1,2022,1,4,451323.89623585
4908,2,3,1,1969,0,2,1037742.15527823
1297,1,3,2,1984,0,6,301159.887221031
2556,2,3,2,1986,0,1,545082.598813552
1917,2,3,2,2021,1,8,429720.005053525
4209,5,1,1,2003,0,10,906267.830106996
3628,3,2,2,1977,0,6,831360.890803335
2447,4,2,1,2019,0,9,541674.88904285
3783,3,2,2,1981,1,6,804393.306053341
942,3,2,1,1960,0,10,240844.487848111
3561,5,3,2,1991,1,7,783245.481175968
4235,4,1,1,1972,0,5,907382.664371138
3231,1,2,2,1979,0,8,717422.762816631
2648,4,1,1,1958,1,8,598337.691843199
3496,1,1,2,2008,1,10,724866.89300598
2517,4,1,1,1977,0,9,582696.532825366
3872,2,1,1,1982,1,6,831005.641558005
1867,4,2,1,1996,1,1,466468.113752041
3586,5,2,1,1971,1,9,807837.292517443
4591,1,2,2,1978,0,3,940696.080509333
2088,3,3,2,1983,0,9,485861.740886418
4671,5,2,2,1991,0,7,1017425.10276384
2606,1,3,1,2001,1,3,560385.95806606
2304,1,3,2,1996,1,9,513933.89729885
4108,3,3,1,2023,1,7,856340.557877954
3751,2,2,2,2000,1,7,802065.319771997
871,5,2,1,1994,0,7,273080.581702044
2490,3,2,2,1983,1,2,580256.137984222
2144,3,3,1,1970,0,4,474022.174410218
4103,2,3,1,1962,1,10,933087.149954544
3913,5,1,2,2003,0,8,860882.398207491
1682,3,3,2,1974,0,2,353953.840704601
3462,2,3,2,1970,1,4,713090.398588644
2304,5,2,1,1950,1,10,596256.448065493
3263,4,1,1,2007,1,8,727274.906868473
3353,1,1,1,2018,0,3,664248.386923186
1532,2,1,2,2020,1,6,307918.095714112
2548,1,2,1,1962,0,2,525707.097228122
4724,4,1,2,2001,1,8,1038918.77147491
1223,3,1,1,1972,0,8,286157.721398845
4278,3,2,2,1970,1,1,887268.870996653
2391,5,1,1,1955,0,3,528465.605784832
1292,2,3,1,1969,0,2,330479.800478621
991,2,3,2,1989,0,7,219375.45955812
1298,5,3,1,1958,1,7,344557.474239437
2056,1,3,1,1999,0,4,478468.94349044
2768,3,3,2,1977,1,8,649954.407235594
2986,3,3,1,1960,0,3,655678.195344474
1616,2,3,2,2005,1,9,383988.846614594
4020,2,3,2,1984,1,5,869762.620362511
2273,5,3,1,1974,0,2,512154.273288668
1886,4,2,1,1968,0,9,432715.346723231
4999,1,2,1,1980,1,1,1010798.56311746
2674,4,3,2,1999,0,8,633402.389909313
1670,4,2,1,2012,1,6,415489.846694597
2842,2,2,2,1996,1,1,624262.843595067
1072,2,3,1,1950,1,4,280191.829645035
1829,2,3,1,2007,1,3,435822.970695209
4018,4,2,2,1959,1,7,883232.030250353
4869,1,3,1,1957,1,7,1022758.56372364
1851,2,3,1,1975,1,6,417817.991765222
4833,3,3,1,1983,1,10,1021250.77166482
2373,1,3,1,1968,1,10,516549.170734427
3990,3,2,1,2021,0,8,852864.556972495
4597,1,1,2,1950,1,7,930324.012889113
4089,2,2,1,1997,1,4,840242.852396599
4547,5,1,2,1974,1,7,1026453.49731588
2905,2,1,1,1973,0,1,614604.487121345
1107,4,1,1,1996,0,3,264104.081794912
4159,4,2,2,2018,0,2,944589.361472614
3976,1,2,1,2016,0,7,794993.757032174
2051,4,2,1,1981,0,9,511590.281911546
3547,2,2,2,1966,0,5,751613.347930515
2317,3,2,2,2010,1,9,565026.17557282
2178,2,1,1,2018,0,8,487323.84293177
2761,1,2,2,1960,0,1,528393.873443869
3663,4,1,2,1987,0,2,785986.511688971
3456,3,2,2,2017,0,6,757588.89636599
3294,5,2,2,1968,0,5,679000.36753689
4805,3,3,1,1966,1,7,1090601.20734505
4363,3,1,1,1962,1,9,957380.189854319
1722,2,2,2,1950,0,4,403199.693503412
3759,5,2,1,1951,1,8,821661.765260592
983,1,2,2,2015,0,4,245865.43805364
4158,1,3,1,2017,1,3,907837.611489076
2198,3,1,1,1965,1,2,501939.205703446
3596,3,2,2,1953,0,8,782965.711036981
1336,4,2,2,2006,0,8,318860.29687754
2073,5,2,1,2022,0,3,478194.827055417
3767,3,3,1,1972,1,1,803599.262143518
3849,4,2,1,1951,1,6,867099.890934817
1896,5,1,2,2016,0,5,427953.101872065
2105,1,1,1,1975,0,8,474116.268037589
1715,4,1,2,1956,1,6,400025.360931759
3881,5,1,2,1993,0,4,836641.186146
1828,4,2,2,1982,1,10,476001.10992532
2777,3,3,1,2013,1,10,627805.082000349
4154,2,3,2,1985,0,2,888063.41222444
3311,1,3,1,1953,1,8,740024.853941784
1070,3,2,2,1972,1,5,277226.233165576
1986,3,3,1,1974,1,8,510244.580033895
4564,5,1,1,2023,1,5,999744.608549428
3198,4,2,2,1976,0,6,735156.913164634
4982,1,3,2,2000,1,10,1111236.62312193
2511,3,1,1,2018,0,5,546167.474457467
3030,5,1,1,1972,1,3,701123.874600685
928,1,2,2,1958,0,10,219660.801866928
2069,4,2,2,1982,1,8,476979.639762295
4472,3,3,1,1984,1,3,958513.508565339
2401,3,3,1,1999,0,4,503134.993006263
4770,3,3,2,1973,1,6,1008559.80550882
1427,1,2,1,1973,0,2,326185.814983027
4597,1,3,2,1968,1,7,967558.774613779
2844,1,3,2,1988,0,5,626562.852178047
4352,1,1,2,2010,0,10,922885.298450437
3141,5,1,2,1974,1,5,759478.851550478
4014,2,1,1,1974,1,5,870908.432139401
1049,5,3,2,1976,1,2,323655.451756983
3725,3,2,2,1981,1,10,840047.116578189
1774,5,1,1,1960,1,9,459584.837526952
2125,4,2,1,2018,1,3,528118.326052833
1783,1,3,2,1982,1,7,434319.936646632
1688,4,3,2,1968,1,5,427851.590323936
3737,4,1,2,1965,1,10,842541.366648243
2917,3,2,2,1960,0,10,666855.73279576
3472,1,1,2,2023,0,5,707615.662013503
2126,4,3,2,2018,0,4,474355.013346533
1270,3,2,1,2004,1,10,374635.148309323
2787,1,1,1,1974,0,6,637010.3415965
890,2,3,2,1983,1,7,225777.938539746
1329,3,1,1,1961,1,7,320075.139189007
4859,5,2,1,1970,1,8,1099363.0704876
3573,1,2,2,1978,1,5,777937.99982856
2486,4,2,1,2000,0,7,585110.702633023
991,4,2,1,1972,0,4,282615.032371326
2786,5,2,2,1982,0,9,638181.695956398
4423,5,1,2,1957,1,5,977849.248124755
2985,4,1,2,1991,1,3,672304.803767452
1808,1,1,1,2018,0,5,370137.709993864
4583,3,1,2,1990,1,9,1001477.27358039
2852,5,3,1,2023,0,8,690342.767403742
4108,5,3,2,2012,0,1,881246.669028916
2516,5,1,2,1963,0,5,577014.231218523
1110,2,3,2,2011,1,6,295167.722900271
2060,1,3,2,1995,0,10,459883.386239118
4732,1,2,1,2016,1,2,1004322.53094236
4068,1,1,1,2002,0,6,829598.359218625
1384,1,3,2,2001,1,9,377116.137967398
3599,1,3,1,1956,1,4,787455.139040806
1159,4,1,2,2003,0,3,262380.784983178
3666,5,2,2,1960,1,9,877650.242122156
2811,4,1,1,1974,1,2,632402.53653154
4806,2,2,1,2008,1,9,1015126.31206912
2425,3,3,2,2015,0,10,587613.86312478
3564,5,2,2,1976,1,2,806166.787986201
1690,2,2,2,2007,0,10,353701.007394149
1531,4,1,1,1960,0,3,347058.492068904
4761,3,3,2,2004,1,7,1040177.43343054
3304,2,1,2,1968,0,2,637810.833058934
1414,3,1,2,1988,0,1,322926.752134685
4606,2,3,2,2019,0,9,987149.484317632
2519,4,1,2,1960,0,6,537212.702940604
2387,3,1,2,1963,0,9,546166.122156499
2411,2,2,1,2009,1,3,536386.595978126
1696,4,1,2,1985,1,3,378417.647352875
1077,5,3,2,1990,0,10,333389.013671571
2436,4,1,1,1951,0,3,562146.344869195
2958,4,2,1,2006,1,2,655356.572828691
3232,5,1,2,2009,1,6,729435.466915204
4704,4,1,1,1969,1,3,1027956.59843988
4062,5,1,2,1971,0,5,877383.421422205
2249,5,2,1,1953,0,5,476527.294986996
2032,5,3,1,2005,1,10,528573.413934998
4917,2,3,2,2007,0,3,1007068.51698154
1477,3,2,1,2014,1,3,349653.92363956
3458,2,2,2,2007,1,1,776046.764198787
2828,5,1,1,1979,0,6,635250.53814978
4558,3,3,2,1968,1,3,980643.373396847
2837,3,2,1,2011,1,1,638141.68188659
3449,5,3,2,2017,1,10,812433.348596851
1456,3,1,2,1993,1,9,345220.055815555
965,3,2,2,2010,1,1,249492.537111641
1389,2,3,2,1970,0,5,328703.813198146
3621,3,3,1,1959,1,5,806000.672415721
2062,5,1,2,1979,0,2,480630.548522916
871,1,2,1,1973,0,1,261886.030719436
4316,1,3,1,1997,1,6,891803.505735319
4380,1,1,2,2004,1,7,951502.290504949
1068,5,3,2,2001,1,9,350184.395145826
2576,1,1,1,1987,0,8,566519.599348088
3262,2,3,1,2016,0,10,701142.115128173
2068,5,3,1,1957,0,3,529216.700756691
1815,5,1,2,1978,1,9,405200.428381495
3522,5,2,2,1959,1,1,765318.332569554
1883,3,1,1,2018,1,6,473892.05493057
4901,3,2,1,2017,1,10,1055947.20991444
1206,3,3,1,1998,1,2,347111.613120005
3876,4,3,2,2007,0,10,822404.88138304
1785,2,1,1,1984,0,9,381197.4526513
4403,5,1,1,1999,0,9,949309.045746826
1509,5,2,1,1989,1,8,411234.981938413
3418,3,2,1,1961,1,7,754049.496240499
2211,5,2,2,1965,0,6,507940.01868594
2285,5,1,1,1997,1,2,568509.910777463
3750,1,3,2,1950,0,4,824836.124384729
3734,5,1,2,2014,1,10,836440.505857311
4914,4,3,1,1971,1,7,1031055.80481676
1803,3,1,2,1964,1,6,374662.904270316
3266,2,1,1,2016,1,9,726182.252869509
3266,2,2,1,1963,0,5,714598.89055547
2738,1,3,1,2022,1,6,607174.944639464
2739,2,1,1,1968,0,10,601027.297322981
2435,2,1,1,1989,0,6,509886.434632648
2498,3,3,2,1953,0,8,584974.494847846
2891,3,1,2,1982,0,8,679154.634472473
2695,4,3,1,1992,0,6,556578.058066611
4198,1,2,2,1986,1,8,896662.470280307
1873,2,2,1,2015,0,7,401341.29126466
3202,4,3,2,1976,0,1,661138.350148654
4012,1,2,2,1994,0,5,809150.60323039
4837,2,3,1,1999,0,10,1041891.82139211
1951,2,1,2,2012,0,10,455324.054939779
3245,3,1,2,1955,1,10,765507.19402937
2756,5,3,2,2016,0,5,631419.538678637
4707,1,1,1,2016,1,10,957444.459253261
1607,2,2,2,2008,0,9,372445.761440601
986,1,1,2,1962,1,7,213540.523194605
2107,4,1,2,1970,1,7,472230.10283945
3084,4,3,2,2013,1,10,731313.976460162
1557,5,2,2,1986,1,2,397254.522639861
4654,2,1,2,1997,1,8,1009489.13988588
3006,3,1,2,2005,1,3,651262.678818207
4358,2,3,2,1993,1,9,968363.239085634
2380,1,3,2,1962,0,6,508664.927542747
1761,4,2,1,1953,1,9,472117.070818556
4647,1,1,2,2022,0,9,980015.973486789
4375,5,3,2,1982,0,7,955825.078237885
1675,4,3,2,1986,0,10,425302.326104402
3218,3,3,2,2002,1,8,727153.482475627
4998,4,2,2,1973,0,2,1095502.66288282
1801,2,3,1,2000,1,5,431335.94056447
4184,2,2,1,1990,1,3,890759.683190137
4866,4,2,1,1978,1,1,1035237.72857373
3645,5,1,1,2008,0,6,823079.605481125
2281,2,1,2,1989,0,9,525897.833476338
4101,2,2,2,2000,1,2,864353.959242184
1457,3,1,2,1999,1,9,339508.96213443
3580,4,1,1,1985,1,8,777450.796540541
1222,2,3,1,2009,1,9,316795.936511445
4481,5,1,1,1967,0,5,999923.187652977
3510,1,2,1,1969,0,2,721745.584268827
1252,4,1,2,1954,0,10,310546.909750861
3197,3,3,2,1967,0,10,670382.017168784
2775,2,2,1,1989,0,6,640838.535890058
2457,5,1,2,1950,1,7,596625.703649537
3341,4,2,1,1968,1,3,762100.249250146
3875,5,1,1,1975,0,6,872042.201298234
3964,5,3,1,1978,1,6,886681.744281026
3766,3,1,1,2008,0,8,814314.765843688
2853,4,2,2,2012,1,1,675815.0485488
1087,2,2,2,2011,1,4,278889.522232978
4017,3,2,1,1997,1,1,876088.1322516
4654,2,1,1,2011,0,8,1001563.76793001
2247,1,1,2,1967,0,2,486473.283310566
1407,5,1,2,2015,0,8,357195.770743338
2564,1,3,1,1976,1,3,560952.903929652
2025,5,3,1,1955,1,8,528441.010949399
2035,3,3,1,2019,1,6,504400.071498368
1829,2,2,1,2008,1,1,443005.814975487
3471,2,2,1,1955,1,7,773977.424582746
4762,3,2,2,1980,0,7,1028315.1403398
3977,4,2,2,2005,0,6,852244.165830389
4522,1,2,1,2003,1,1,927871.262223203
2275,1,1,1,1990,0,5,504515.766858787
3696,2,2,1,1967,1,1,772845.373299591
1608,2,1,1,1972,1,1,364082.474922078
1778,2,3,2,1985,0,6,443075.581024282
3263,3,3,2,1974,1,8,767114.257308627
1525,4,3,1,1956,0,1,370544.72076993
3301,1,3,2,1969,0,2,683796.510504157
4162,5,3,1,1954,0,5,909315.527241412
2016,3,2,1,1967,1,8,503891.50352639
4851,1,2,2,1982,0,4,1001287.51806385
2997,4,2,1,1984,1,5,665442.940174743
3606,3,3,2,2014,1,10,841594.368910199
1578,1,3,1,2012,1,5,375140.003478232
1772,3,1,1,2021,1,3,398968.604475206
3610,1,2,1,2020,1,6,786973.504723316
2923,1,3,1,1990,1,5,663880.460329813
1398,4,3,2,1999,1,2,330408.173380306
4141,5,3,1,1979,1,10,933188.652166177
1024,4,1,2,1987,0,4,255632.91581029
1640,1,3,2,1984,0,4,376307.179144587
2614,3,1,1,2015,1,7,609600.208071497
1906,4,1,2,1995,1,7,448413.152218013
924,5,2,1,1957,0,9,234481.220602349
4046,1,3,2,2017,0,10,889994.968864985
3731,4,1,2,1986,0,2,769201.36823557
4925,4,3,1,1962,0,6,1064779.6051261
3771,4,2,1,2022,0,2,806900.477531733
2817,4,2,2,1994,0,9,644461.097630102
3215,3,1,1,1978,1,2,740280.849292671
3896,5,2,1,1990,0,6,933157.040340546
2409,5,2,2,2005,0,8,524964.064715035
1517,1,2,2,1965,0,6,365997.653883323
4361,2,3,1,1961,0,3,912293.805683059
1816,3,3,2,2015,1,5,464396.362842814
4365,1,1,1,2011,1,4,938931.576904479
2760,1,1,1,1968,1,1,620243.620179954
1848,4,2,2,1979,1,5,456724.122879067
2157,2,2,1,1965,1,10,484160.587876124
4226,2,1,2,1962,1,5,923391.237217741
915,3,2,1,2018,1,7,261949.939403602
2895,2,1,1,1972,1,7,634153.919621647
2601,1,3,1,2011,0,2,539294.402982376
2946,2,2,2,1980,0,4,656358.389227628
2420,2,2,2,2002,1,1,572084.237300184
3750,5,2,1,1966,1,5,810116.186032509
4592,1,3,2,1998,1,5,988948.806061973
3741,2,3,2,1998,0,4,785890.320364434
1777,2,2,1,2016,1,10,393718.190045197
3866,4,1,2,1975,1,7,857892.645519075
1583,2,3,2,1962,1,6,363771.555495261
1040,2,2,2,1987,1,10,243556.169304995
2353,5,2,1,1971,0,3,520056.488194387
1812,1,3,1,1978,1,2,382705.652052154
986,3,1,2,1994,0,4,228032.828673415
2681,1,2,1,1995,0,9,550052.898076158
1230,4,1,2,1988,1,10,326121.497284345
1038,1,1,1,2018,0,5,219768.771797901
3145,2,3,2,2017,1,1,691390.346928641
875,4,2,1,1988,0,3,248838.474659958
2156,1,2,2,1969,1,9,499703.714419461
3130,4,1,1,2017,0,7,686113.888553162
2702,3,3,2,1984,0,3,587839.310107692
4813,1,3,1,1957,1,1,984673.125314716
2859,2,3,1,2001,0,4,598475.133514752
940,4,1,1,1989,1,9,292590.096701968
2589,5,1,2,1985,1,7,564807.435033738
4426,4,2,2,1955,0,5,948181.876542177
816,5,3,2,2019,1,6,253111.77346097
1264,2,1,1,2022,1,1,310778.302534372
2627,3,3,2,1965,1,7,570774.700414441
3828,5,1,1,1995,1,5,850912.017637149
1319,3,2,1,2008,0,7,333374.608533978
889,4,3,1,1987,0,5,200181.7195344
3651,2,1,2,1967,0,5,743341.800678457
3643,5,3,1,1961,1,3,815305.25382968
2684,4,1,2,2003,0,5,609653.672690858
4971,1,1,2,1996,0,8,1037762.48277782
1725,4,1,1,1950,0,8,428011.356323745
4534,3,3,2,1964,1,2,945815.687183984
1769,2,1,1,1970,0,1,342081.241256799
1894,2,2,1,1950,1,2,431912.64514392
3995,4,3,2,2016,0,7,844266.169044647
2204,1,2,1,1961,0,3,448166.941848805
4164,3,2,1,1977,1,8,935106.958870659
4782,4,3,1,1988,0,4,1028127.48891917
4813,4,1,2,1986,1,10,1038396.37736862
3892,2,2,2,2009,1,10,835949.212383976
4959,3,3,2,1980,0,8,1076323.03892223
2874,1,1,1,2007,1,2,616099.27339125
1084,2,3,1,1960,1,5,251436.083941933
1987,4,3,2,1978,1,6,436704.406672476
4769,2,3,2,1962,1,1,1053845.045816
3765,2,1,2,2000,0,1,750438.019367061
1583,5,2,2,2003,1,9,431792.412582503
1749,2,2,2,1968,1,5,447567.323308454
4739,2,3,1,2007,0,4,998489.939220829
844,3,3,2,1985,0,1,201789.08308832
2610,2,1,1,1977,0,3,520348.773957607
2881,1,3,1,2017,1,4,592199.736591999
4298,4,3,1,1952,1,5,954017.37121691
1629,3,3,1,1990,1,10,452074.40807375
2709,2,2,2,1984,1,5,591913.522582387
3381,1,3,1,1999,0,10,717306.988446266
1491,4,2,2,2023,0,8,389637.02727028
4819,3,1,1,1979,1,3,1005651.31865238
1731,1,1,2,2021,1,7,404062.072690711
4206,2,2,2,2019,1,6,905245.036252138
947,5,2,1,2003,1,10,284163.298535549
1832,5,2,2,2020,0,10,456011.546031587
2111,3,2,1,2000,0,10,536278.80286625
1187,1,3,2,1977,0,6,295513.323602524
3921,4,2,1,2013,0,10,891512.520106399
2673,1,2,1,1970,1,9,573632.640976999
4388,5,2,2,1976,0,7,985998.403690189
1715,3,3,2,1976,1,7,439975.511886725
2678,2,3,1,1999,0,1,536110.097586016
4548,1,3,1,1978,0,1,951094.768334277
1077,5,1,2,1988,1,9,299568.146580133
2777,4,3,1,2006,0,9,598754.90809186
2659,3,2,1,1986,0,10,605044.393308191
3836,2,3,1,2013,0,3,824676.064776565
4171,1,3,2,1997,0,8,886990.201716114
2982,4,2,1,1971,1,9,685671.535378856
1970,2,3,1,1979,0,1,423735.366538542
1289,5,1,2,1977,0,3,383464.700233539
3325,5,3,1,1972,0,6,718435.765286784
1982,4,1,1,1953,1,4,490223.04955893
3288,5,1,1,1952,1,8,751985.574272225
2676,3,1,1,2010,0,9,575838.337343324
3262,4,2,2,1953,0,7,722190.023734286
2430,5,3,1,2014,0,1,519176.684060285
1087,1,1,1,1961,1,2,238512.739829829
2707,5,1,1,1962,0,1,598226.64185411
1961,3,3,1,1983,0,9,425422.073535022
929,2,2,1,2008,1,4,255459.563462201
3163,2,2,2,2022,1,10,683505.973977212
943,5,1,2,1980,1,8,246306.976049661
815,2,2,1,2020,0,5,180989.556604291
1044,5,3,1,1962,0,5,343198.854045887
1726,3,2,2,2003,0,5,350748.396453279
3978,2,3,2,1951,1,5,871503.077219245
2976,1,1,2,1982,0,3,600409.093224518
1686,5,3,1,1999,0,6,411446.795712061
1140,2,1,1,1956,1,1,286098.273217008
2851,3,3,1,1967,1,8,668070.467870973
4198,3,3,1,2000,0,4,879582.589520955
4750,1,2,1,1957,1,6,969054.399834168
1105,3,3,1,2004,0,2,287553.524342516
1707,3,1,2,1992,0,2,396209.429825234
3454,2,3,2,2008,0,8,742675.762280295
4592,5,1,1,1979,1,1,1002448.60959521
4842,4,1,1,2008,0,8,1026254.26297561
2171,3,3,1,1958,1,10,503524.06087413
1120,3,2,2,2017,1,10,309099.054528027
4859,4,3,2,1988,1,1,1057775.81852729
1931,3,3,2,1960,1,9,480931.256738811
3378,2,2,2,1951,0,1,721329.067001917
4842,2,1,1,1972,1,4,1001385.52816777
4167,4,3,2,2012,0,9,954947.028118956
1617,3,2,2,1971,0,1,357840.478616534
811,3,2,1,2010,0,9,226227.108713085
994,5,1,1,1975,0,8,244833.602269553
3337,3,2,1,1961,1,5,732553.621092568
3642,2,1,2,1981,1,6,799705.943421288
3029,1,3,1,1958,0,5,664862.765317317
3809,1,2,2,2018,0,4,832848.51842967
2877,1,3,2,2020,0,10,643405.872395637
4667,1,2,2,1982,1,4,987322.829894993
1243,3,2,2,1973,1,10,322442.622212142
1097,3,3,1,2018,0,8,271856.489794175
1644,5,2,1,1987,0,8,437056.212866704
1815,3,3,2,1960,0,9,458776.758793473
2184,1,3,1,1981,1,3,458874.682478781
2197,4,1,2,2013,0,10,532477.397178837
1353,4,3,2,2021,1,8,380859.592284896
3150,2,1,1,1969,1,3,651154.777874645
2069,2,3,1,1983,1,2,483311.420119729
2060,3,2,2,1991,0,2,431761.338512955
984,4,3,1,1957,1,9,233067.675808163
3210,1,2,2,2015,1,4,684997.439657699
3009,1,1,1,1970,0,5,638245.367631375
4472,1,2,2,2019,0,2,917523.229877922
2681,3,3,2,1954,0,9,679877.670429699
1321,3,2,1,2016,1,7,349671.280730874
2687,5,1,1,1992,1,3,620078.545482468
3352,1,2,2,1965,0,6,719139.782582852
4609,1,2,1,2022,1,7,966767.024889998
4955,3,3,1,1984,0,6,1077236.97655234
4279,3,3,2,1992,0,10,939825.048654428
2209,5,2,2,1988,1,10,554679.292597312
2494,5,1,1,1959,1,6,571196.994428327
1326,2,2,1,2023,1,8,295091.741838773
3460,4,1,2,1969,1,8,763465.347773068
2972,1,1,2,1950,0,5,631465.846406497
1079,1,1,2,1955,0,4,231682.513006376
3764,5,2,2,2002,1,5,850093.179176684
4777,5,1,2,1995,1,9,1046590.95307859
3469,2,2,2,2015,1,10,779564.487115663
3693,4,1,2,1987,0,6,777179.396853117
2551,2,1,2,1982,0,3,549022.250297127
4781,4,2,1,2016,1,3,1014176.14634122
3161,1,3,1,1984,0,1,621742.926446734
4931,2,3,1,1994,0,5,1032071.14692429
2508,5,2,2,1971,0,6,618007.939345451
3486,2,2,1,2017,0,8,714735.58980385
3695,2,3,2,1966,1,9,818984.806259855
3576,1,3,1,1954,1,7,796139.426581606
1919,5,3,2,2006,1,1,524300.767128611
3788,5,2,2,1989,1,7,841276.675438833
994,3,1,1,1979,0,10,247999.984884892
1462,3,2,2,1991,1,9,345232.695101518
1279,3,3,1,1956,1,4,356312.908371156
2223,1,1,1,2020,1,7,473914.641769023
3508,2,2,1,1968,1,9,764335.089205616
3975,5,3,1,1990,1,1,831776.553065719
4614,5,2,1,1983,0,10,1034899.29606696
2814,2,1,1,1971,1,9,658756.457019451
4589,5,3,1,2001,0,4,1015944.37658961
3243,2,2,1,1955,0,8,662466.867966157
1711,1,1,1,2023,0,3,381378.776019483
4013,1,1,2,1974,0,2,781783.2403819
3164,1,2,2,2015,0,8,678251.007551606
4429,2,1,1,1959,0,8,939926.939499595
4272,2,3,2,2023,1,3,921154.580452707
1480,4,1,2,1975,0,8,378365.913315937
1409,5,2,1,1954,1,6,374599.159911018
2956,5,3,1,2017,0,10,637139.262181786
4666,4,1,2,2020,0,9,1018578.02521999
1171,4,1,1,1999,0,10,311640.203528194
1415,1,3,1,1966,1,6,318434.505215719
3053,4,3,1,1960,0,8,650365.064471585
4938,2,1,2,2002,0,2,1057100.55464811
1664,3,3,1,1999,1,1,426582.513457267
2068,2,2,2,1957,0,10,491248.935182686
1584,4,1,1,2011,0,10,374892.502219132
4978,5,2,1,1978,0,2,998675.111194712
3037,2,1,2,1993,1,4,678516.979385881
4854,5,2,1,1994,0,10,1069967.16934638
1735,2,2,2,1978,0,9,394633.442273196
4780,5,3,2,2008,1,7,1085120.15766745
3138,2,1,1,1964,1,9,715799.938349071
1125,5,3,1,2019,0,9,321402.387205771
2334,3,3,2,1993,0,9,539676.460446778
4280,1,1,2,1985,0,8,896274.192939992
4661,2,2,1,2006,0,6,997198.496820869
2785,3,1,1,2013,1,10,615563.091336425
3578,1,1,1,1987,1,7,777249.578044626
2070,2,1,1,1966,1,2,436985.22638826
1440,3,3,1,1976,0,1,369413.879293806
4878,3,1,2,1966,1,5,1053903.21428938
2167,3,1,2,2012,1,8,490194.293459027
4842,4,1,2,1960,0,3,1024414.89560074
3375,5,2,2,2013,0,7,734655.340499299
4403,1,2,1,1988,0,5,953202.82094252
2381,5,2,2,1951,0,10,606771.89961178
2786,5,2,1,2015,0,8,658605.592064071
3040,5,3,1,2003,0,6,729916.414191364
4766,3,3,1,1978,1,6,1034994.89872181
2905,5,1,1,1994,0,7,676087.81417937
928,4,3,1,1980,0,7,292218.113047744
4796,2,2,2,1998,1,4,1016056.4101121
1651,3,1,1,1958,1,10,411977.596432934
4903,1,1,1,1976,1,10,1063941.41503572
2876,2,2,1,2005,1,10,666362.4491399
3794,2,2,2,1994,1,8,808913.481994974
4544,2,2,1,1992,0,6,902129.265718213
3556,5,3,1,1971,0,8,795811.798435074
2444,5,1,1,1982,1,7,527377.145519371
3944,3,2,2,1976,1,1,822024.566597361
1042,5,1,1,1989,1,4,268542.82606999
4885,5,1,2,1975,1,7,1053783.9422265
970,5,3,2,1994,0,9,306510.953604089
1452,3,1,1,1994,1,2,372341.988518257
4312,3,2,2,1975,1,5,945118.51799518
2299,4,2,2,2019,0,9,552612.674401545
2899,4,1,1,2016,0,9,668203.011409216
2958,4,1,1,1955,0,6,592179.250219477
2772,4,3,1,1977,1,7,645654.942050178
4725,2,2,1,2016,1,9,972088.53197075
3058,2,2,2,1962,0,10,684328.486891789
4839,4,1,2,2012,1,8,999472.296317008
2835,4,1,1,1962,1,10,652489.036616233
4071,1,1,1,1950,0,6,860894.24440049
1657,2,2,1,1989,0,6,351456.051292092
4623,1,1,2,1986,0,7,984642.899012831
1849,1,3,1,1980,1,7,443465.554248794
4790,5,3,2,1966,0,2,1038520.61739595
1098,3,1,2,1958,1,9,314050.039687763
1723,2,3,2,2013,1,4,397619.997805834
3599,4,3,2,2006,1,10,823597.97159392
4862,4,3,1,1962,0,9,1054651.28930586
4845,3,3,1,1986,0,10,1043686.2763846
2602,2,3,1,1963,0,3,547599.223083823
3513,4,2,2,1974,1,5,751536.697131932
3653,4,1,2,2006,0,5,782178.541267763
3457,5,3,1,2020,0,7,767601.302320143
4146,1,1,2,1991,1,4,852781.725312078
2271,4,3,2,1991,1,4,557501.344545251
3749,2,2,2,1996,0,1,753494.83455361
1741,3,2,1,1993,0,6,401912.271027719
